Id,Sales
13701,8821.27
14557,11835.83
15413,0
16269,5822.36
17125,5889.43
17981,6094.92
18837,5776.81
19693,6031.25
20549,6753.62
21405,0
22261,5578.62
23117,7942.41
23973,8028.47
24829,7988.68
25685,8840.09
26541,11816.52
27397,0
28253,5665.86
29109,5819.33
29965,6094.92
30821,5776.81
31677,6103.02
32533,6901.91
33389,0
34245,5617.06
35101,7811.2
35957,7910.6
36813,7781.55
37669,8584.99
38525,12148.86
39381,0
40237,5486.43
6,6029.37
862,6001.62
1718,7231.56
2574,7376.7
3430,0
4286,5098.46
5142,5670.1
5998,5659.34
6854,5580.36
7710,5621.34
8566,5829.15
9422,0
10278,5083.38
11134,6069.48
11990,6028.52
12846,5771.36
13702,7073.85
14558,6926.52
15414,0
16270,4354.03
17126,6019.3
17982,6074.65
18838,5968.91
19694,5868.32
20550,5904.13
21406,0
22262,4357.24
23118,6095.29
23974,5777.49
24830,5750.53
25686,7183.94
26542,6852.66
27398,0
28254,4593.41
29110,6006.31
29966,6157.5
30822,5957.9
31678,5919.96
32534,6013.3
33390,0
34246,4827.18
35102,6280.9
35958,5915.34
36814,5862.92
37670,7180.07
38526,7009.89
39382,0
40238,5001.48
7,8016.63
863,8882.83
1719,8684.62
2575,9697.46
3431,0
4287,5593.38
5143,6841.44
5999,6719.13
6855,6783.33
7711,6723.8
8567,6908.61
9423,0
10279,5692.14
11135,7515.62
11991,8029.41
12847,9443.67
13703,9338.17
14559,9792.68
15415,0
16271,5843.88
17127,7532
17983,7187.37
18839,7649.75
19695,7942.36
20551,8474.21
21407,0
22263,5101.44
23119,7894.06
23975,8134.64
24831,8810.31
25687,9002.55
26543,9080.34
27399,0
28255,5051.89
29111,6635.56
29967,6491.36
30823,6914.04
31679,7191.92
32535,7838.58
33391,0
34247,4996.87
35103,7884.65
35959,8001.25
36815,8861.71
37671,8839.22
38527,9109.11
39383,0
40239,4996.99
8,8360.97
864,8686.06
1720,8962.25
2576,11367.87
3432,0
4288,5701.47
5144,5960.74
6000,5790.45
6856,6022.52
7712,5808.37
8568,6235.12
9424,0
10280,5494.35
11136,8060.9
11992,8528.23
12848,9372.08
13704,9648.24
14560,11446.11
15416,0
16272,5864.56
17128,6612.01
17984,6478.02
18840,6654.11
19696,6654.01
20552,7083.12
21408,0
22264,5573.1
23120,8451.17
23976,8345.65
24832,9087.97
25688,9268.4
26544,10568.76
27400,0
28256,5567.97
29112,6017.97
29968,5832.81
30824,6047.08
31680,6044.36
32536,6496.23
33392,0
34248,5828.15
35104,8344.49
35960,8143.3
36816,8908.98
37672,8947.05
38528,10694.17
39384,0
40240,5901.73
9,7156.44
865,7967.19
1721,7186.7
2577,7865.98
3433,0
4289,4075.85
5145,3709.65
6001,3631.85
6857,3830.49
7713,4058.6
8569,4305.52
9425,0
10281,4074.47
11137,7689.93
11993,7096.9
12849,7774.74
13705,7068.6
14561,7872.98
15417,0
16273,4137.27
17129,3728.54
17985,3751.42
18841,4014.53
19697,4166.85
20553,4311.82
21409,0
22265,4150.04
23121,8165.24
23977,7497.23
24833,8314.7
25689,7441.7
26545,7869.36
27401,0
28257,0
29113,3725.52
29969,3732.03
30825,3981.02
31681,4109.83
32537,4341.3
33393,0
34249,0
35105,7860.99
35961,7390.24
36817,8404.61
37673,7315.97
38529,7886.84
39385,0
40241,4282.08
10,5887.68
866,5947.22
1722,6344.63
2578,7656.31
3434,0
4290,3366.28
5146,4950.89
6002,4507.04
6858,4530.76
7714,4489.29
8570,5029.75
9426,0
10282,3284.08
11138,5794.67
11994,6013.87
12850,6217.19
13706,6564.24
14562,7767.93
15418,0
16274,3337.1
17130,4857.67
17986,4478.61
18842,4549.92
19698,4408.89
20554,5052.92
21410,0
22266,3281.21
23122,5766.23
23978,5917.51
24834,6286.21
25690,6654.71
26546,7811.82
27402,0
28258,3055.6
29114,4869.24
29970,4469.45
30826,4513.43
31682,4438.73
32538,4950.57
33394,0
34250,3046.55
35106,5633.3
35962,5714.83
36818,6027.26
37674,6237.77
38530,7300.58
39386,0
40242,3031.07
11,7867.27
867,7485.45
1723,7583.99
2579,8895.43
3435,0
4291,5220.84
5147,5683.66
6003,5056.26
6859,4941.22
7715,5189.25
8571,5610.3
9427,0
10283,5336.43
11139,8622.73
11995,8085.43
12851,7708.1
13707,7874.81
14563,9561.04
15419,0
16275,5979.22
17131,5788.2
17987,5558.03
18843,5539.76
19699,5464.79
20555,6653.96
21411,0
22267,5934.8
23123,8056.62
23979,7776.43
24835,7316.18
25691,7314.79
26547,9408.87
27403,0
28259,5701.68
29115,5606.92
29971,5527.79
30827,5429.65
31683,5366.69
32539,6644.14
33395,0
34251,5575.39
35107,8440.62
35963,8119.51
36819,7455.02
37675,7502.51
38531,9340.29
39387,0
40243,5375.8
12,8335.73
868,8937.1
1724,9380.71
2580,11667.56
3436,0
4292,5688.17
5148,7084.97
6004,6793.34
6860,6739.91
7716,7096.19
8572,7378.91
9428,0
10284,5685.91
11140,8719.91
11996,8382.44
12852,8733.86
13708,8859.3
14564,11721.18
15420,0
16276,5669.29
17132,7127.94
17988,6692.34
18844,6629.83
19700,7086.17
20556,7394.9
21412,0
22268,5636.96
23124,8731.96
23980,8388.54
24836,8784.55
25692,8907.12
26548,11733.73
27404,0
28260,5680.2
29116,7169.54
29972,6788.84
30828,6725.78
31684,7127.56
32540,7440.08
33396,0
34252,5717.64
35108,9055.86
35964,8706.45
36820,9127.53
37676,9166.3
38532,11928.09
39388,0
40244,5739.28
13,7710.66
869,7608.74
1725,8124.74
2581,8893.2
3437,0
4293,3973.86
5149,5727.84
6005,5958.53
6861,5619.58
7717,5761.96
8573,6056.74
9429,0
10285,3968.64
11141,7833.71
11997,7822.52
12853,7746.77
13709,8270.99
14565,9272.61
15421,0
16277,4073.69
17133,5957.13
17989,6300.06
18845,5694.25
19701,5752.97
20557,6116.14
21413,0
22269,3893.48
23125,7815.77
23981,7876.61
24837,7844.85
25693,8266.36
26549,9514.93
27405,0
28261,3896.1
29117,5877.4
29973,6303.81
30829,5712.31
31685,5476.48
32541,6343.81
33397,0
34253,3848.96
35109,7785.85
35965,7872.5
36821,7329.41
37677,7808.16
38533,9578.02
39389,0
40245,3850.27
14,10050.48
870,10096.83
1726,10578.96
2582,10957.02
3438,0
4294,5506.15
5150,7413.07
6006,8744.17
6862,8221.86
7718,8630.7
8574,9142.15
9430,0
10286,5506.15
11142,9248.63
11998,9925.7
12854,10000.82
13710,10438.05
14566,11039.19
15422,0
16278,5506.18
17134,7380.1
17990,8744.17
18846,8221.86
19702,8630.7
20558,9142.15
21414,0
22270,5506.18
23126,9286.96
23982,9954.48
24838,10067.75
25694,10464.06
26550,11040.29
27406,0
28262,0
29118,7337.65
29974,8744.17
30830,8221.86
31686,8630.7
32542,9142.15
33398,0
34254,5506.23
35110,9311.23
35966,9987.87
36822,10092.57
37678,10493.22
38534,11055.35
39390,0
40246,5497.96
15,5512.19
871,5747.33
1727,7516.2
2583,9440.69
3439,0
4295,5435.31
5151,4249.16
6007,3728.57
6863,3935.75
7719,3587.49
8575,3934.48
9431,0
10287,5135.32
11143,6878.31
11999,5644.73
12855,5860.18
13711,7710.86
14567,8764.8
15423,0
16279,5140.01
17135,3944.75
17991,3888.75
18847,3792.8
19703,3519.35
20559,3999.67
21415,0
22271,5057.79
23127,6963.07
23983,5849.75
24839,6325.54
25695,7790.07
26551,8601.92
27407,0
28263,5047.12
29119,3928.37
29975,4391.28
30831,3991.66
31687,3790.5
32543,4211.73
33399,0
34255,5176.29
35111,7092.09
35967,6139.57
36823,6397.64
37679,7941.56
38535,8608.65
39391,0
40247,5221.11
16,5230.39
872,5238.54
1728,5782.92
2584,7137.73
3440,0
4296,3391.09
5152,4248.43
6008,4076.39
6864,3957.51
7720,4036.59
8576,4016.84
9432,0
10288,3520.29
11144,5643.66
12000,5398.62
12856,5371.53
13712,5765.08
14568,7102.08
15424,0
16280,3726.92
17136,4246.06
17992,3976.17
18848,3863.49
19704,3996.86
20560,4025.33
21416,0
22272,3420.14
23128,5816.58
23984,5399.03
24840,5341.15
25696,5767.44
26552,7141.28
27408,0
28264,0
29120,4232.84
29976,4104.57
30832,4053.08
31688,4085.76
32544,4072.22
33400,0
34256,3423.05
35112,5810.9
35968,5458.94
36824,5353.84
37680,5803.88
38536,7245.84
39392,0
40248,3523.98
17,5904.04
873,5740.16
1729,6952
2585,8557.36
3441,0
4297,3937.54
5153,4208.96
6009,4166.5
6865,4023.99
7721,3438.42
8577,4640.83
9433,0
10289,4017.35
11145,6079.62
12001,5657.28
12857,5349.73
13713,6956.65
14569,8527.98
15425,0
16281,4288.33
17137,4531.37
17993,4166.43
18849,4115.44
19705,3765.55
20561,4619.01
21417,0
22273,4258.76
23129,5755.67
23985,5764.46
24841,5770.17
25697,7103.64
26553,8534.96
27409,0
28265,4228.1
29121,4508.33
29977,4223.77
30833,4184.08
31689,3865.84
32545,4712.66
33401,0
34257,4268.87
35113,5837.48
35969,5882.4
36825,5961.2
37681,7220.56
38537,8516.73
39393,0
40249,4294.38
18,10514.04
874,10644.59
1730,11249.85
2586,13702.77
3442,0
4298,6569.46
5154,7696.77
6010,7963.81
6866,8299.78
7722,8011.5
8578,8629.87
9434,0
10290,6564.58
11146,11654.92
12002,10660.47
12858,10862.02
13714,11524.89
14570,14579.11
15426,0
16282,6638.79
17138,7668.85
17994,7949.7
18850,8290
19706,7975.08
20562,8603.55
21418,0
22274,6576.74
23130,11703.87
23986,10821.73
24842,11108.86
25698,11496.94
26554,14650.72
27410,0
28266,6597.23
29122,7703.39
29978,7963.91
30834,8305.04
31690,8288.17
32546,9178.55
33402,0
34258,6595.04
35114,11803.07
35970,10606.4
36826,10522.54
37682,11651.23
38538,13325.25
39394,0
40250,6565.67
19,11066.78
875,11073.13
1731,11938.85
2587,12947.45
3443,0
4299,7911.13
5155,8789.85
6011,8543.3
6867,8624.38
7723,8907.96
8579,9829.73
9435,0
10291,8551.74
11147,10494.52
12003,11254.18
12859,11425.66
13715,12394.32
14571,13235.37
15427,0
16283,9773.4
17139,10681.77
17995,9045.28
18851,8973.71
19707,9027.18
20563,9887.73
21419,0
22275,9298.99
23131,10663.18
23987,10591.03
24843,10512.36
25699,12196.12
26555,13231.92
27411,0
28267,7938.11
29123,9815.48
29979,8913.02
30835,8984.4
31691,9065.7
32547,10125.33
33403,0
34259,7814.33
35115,10594.29
35971,10771.56
36827,10104.19
37683,11530.36
38539,12581.52
39395,0
40251,8275.49
20,9972
876,10454.08
1732,12524.85
2588,14923.39
3444,0
4300,6039.63
5156,6568.69
6012,6808.54
6868,7167.52
7724,7343.96
8580,7427.52
9436,0
10292,6185.42
11148,10248.46
12004,10026.62
12860,10665.27
13716,12758.77
14572,14969.05
15428,0
16284,6430.87
17140,7619.01
17996,7066.9
18852,7200.89
19708,7264.08
20564,7528.91
21420,0
22276,5988.1
23132,10675.89
23988,10320.25
24844,10957.4
25700,12641.16
26556,14798.79
27412,0
28268,6014.69
29124,7088.46
29980,6875.41
30836,7242.96
31692,7675.38
32548,7901.6
33404,0
34260,6059.48
35116,10166.22
35972,10054.83
36828,10039.75
37684,12153.99
38540,14536
39396,0
40252,6015.09
21,7993.96
877,8259.01
1733,9282.09
2589,14014.14
3445,0
4301,7334.9
5157,6398.67
6013,6093.94
6869,6237.12
7725,6641.6
8581,7038.14
9437,0
10293,7351.68
11149,7935.48
12005,8005.27
12861,8421.56
13717,9380.72
14573,14144.32
15429,0
16285,7330.84
17141,6593.33
17997,6093.94
18853,6237.12
19709,6641.6
20565,7038.14
21421,0
22277,7307.64
23133,7876.71
23989,7972.3
24845,8440.02
25701,9331.76
26557,14132.02
27413,0
28269,7308.06
29125,6606.19
29981,6093.94
30837,6237.12
31693,6543.36
32549,7159.08
33405,0
34261,7323.97
35117,7893.37
35973,7948.13
36829,8029.24
37685,8949.3
38541,13724.34
39397,0
40253,7326.34
22,4739.22
878,4481.18
1734,5410.05
2590,5655.71
3446,0
4302,3316.35
5158,3063.22
6014,3686.66
6870,3346.86
7726,3603.59
8582,3447.59
9438,0
10294,3352.95
11150,4523.47
12006,4765.73
12862,4485.54
13718,5421.11
14574,5665.78
15430,0
16286,3365.57
17142,3178.05
17998,3822.57
18854,3428.03
19710,3674.4
20566,3485.88
21422,0
22278,3272.58
23134,4499.38
23990,4798.52
24846,4511.63
25702,5449.97
26558,5651.71
27414,0
28270,3267.23
29126,3161.46
29982,3737.7
30838,3401.49
31694,3763.99
32550,3624.28
33406,0
34262,3272.45
35118,4810.45
35974,5088.63
36830,4861.42
37686,5487.79
38542,5466.27
39398,0
40254,3272.45
23,6473.69
879,6323.89
1735,6282.04
2591,6939.13
3447,0
4303,5510.54
5159,5759.98
6015,4696.4
6871,4575.13
7727,4578.79
8583,5142.56
9439,0
10295,5548.8
11151,6427.29
12007,6664.69
12863,6409.26
13719,6426.08
14575,8050.24
15431,0
16287,5810.72
17143,5819.77
17999,4747.52
18855,4627.23
19711,4571.08
20567,5315.65
21423,0
22279,5492.11
23135,6472.94
23991,6605.1
24847,6358.96
25703,6575.1
26559,8079.73
27415,0
28271,5439.6
29127,5759.41
29983,4717.46
30839,4621.3
31695,4512.37
32551,5209.65
33407,0
34263,5479.3
35119,6473.83
35975,6591.17
36831,6148.62
37687,6340.7
38543,8037.05
39399,0
40255,5440.99
24,4803.14
880,4996.08
1736,4900.77
2592,5642.89
3448,0
4304,2198.68
5160,3788.05
6016,3576.08
6872,3783.75
7728,3852.63
8584,3900.05
9440,0
10296,2259.08
11152,4705.13
12008,4531.36
12864,4871.18
13720,4898.64
14576,5622.21
15432,0
16288,2328.42
17144,3792.94
18000,3574.09
18856,3803.87
19712,3839.07
20568,3916.59
21424,0
22280,2370.83
23136,4925.75
23992,4807.92
24848,5189.21
25704,5364.51
26560,5841.34
27416,0
28272,0
29128,3834.91
29984,3618.71
30840,3813.32
31696,3823.86
32552,3962.36
33408,0
34264,0
35120,5137.65
35976,5241
36832,5685.14
37688,5641.71
38544,5906.37
39400,0
40256,2450.64
25,7111.51
881,7382.41
1737,9463.49
2593,10323.41
3449,0
4305,7661.14
5161,6675.73
6017,6800.06
6873,6634.13
7729,6741.79
8585,7352.78
9441,0
10297,8051.01
11153,8307.07
12009,8006.38
12865,8272.51
13721,9948.1
14577,10576.89
15433,0
16289,8439.67
17145,6787.77
18001,6869.28
18857,6767.42
19713,6803.59
20569,7297.01
21425,0
22281,8198.25
23137,8020.53
23993,8006.26
24849,8143.27
25705,10098.02
26561,10574.54
27417,0
28273,7494.75
29129,6778.7
29985,6900.57
30841,6769.73
31697,6706.63
32553,7301.54
33409,0
34265,7437.03
35121,8320.59
35977,8022.74
36833,7835.99
37689,9884.07
38545,10378.83
39401,0
40257,7431.36
26,11488.61
882,12029.14
1738,14096.76
2594,15658.51
3450,0
4306,7543.9
5162,8114.93
6018,8093.16
6874,8081.38
7730,8256.22
8586,8468.16
9442,0
10298,7505.92
11154,12318.77
12010,11488.61
12866,12029.14
13722,14096.76
14578,16116.31
15434,0
16290,7589.93
17146,8167.26
18002,8118.55
18858,8080.43
19714,8239.39
20570,8504.1
21426,0
22282,7567.1
23138,12318.77
23994,11488.61
24850,12029.14
25706,14096.76
26562,15999.16
27418,0
28274,7575.53
29130,8165.72
29986,8128.02
30842,8097.8
31698,8565.77
32554,8744.63
33410,0
34266,7573.11
35122,12239.56
35978,11356.28
36834,11718.28
37690,13797.12
38546,15716.76
39402,0
40258,7607.71
27,11260.08
883,11547.26
1739,10770.44
2595,11387.78
3451,0
4307,9857.87
5163,8825.88
6019,8100.47
6875,8402.98
7731,9096.8
8587,10643.47
9443,0
10299,9823.82
11155,11540.47
12011,11487.12
12867,10996.68
13723,10508.84
14579,11342.24
15435,0
16291,9787.97
17147,8923.5
18003,7984.94
18859,8350.04
19715,9069.94
20571,10679.18
21427,0
22283,9776.82
23139,11838.44
23995,11742.79
24851,11232.87
25707,10721.45
26563,11348.88
27419,0
28275,0
29131,8926.84
29987,8072.6
30843,8372.46
31699,9075.8
32555,10679.18
33411,0
34267,9819.35
35123,11770.21
35979,11739.96
36835,11221.51
37691,10698.05
38547,11374.39
39403,0
40259,9819.35
28,5755.74
884,5700.26
1740,7129.16
2596,9143.85
3452,0
4308,5768.61
5164,4582.91
6020,4171.85
6876,4153.11
7732,4320.46
8588,4679.29
9444,0
10300,5963.07
11156,6210.03
12012,5828.48
12868,5907.34
13724,7207.09
14580,10132.76
15436,0
16292,6357.32
17148,4972.95
18004,4133.15
18860,4183.6
19716,4154.77
20572,4716.98
21428,0
22284,5842.95
23140,6284.25
23996,6020.69
24852,6625.39
25708,7213.55
26564,10105.16
27420,0
28276,5685.66
29132,4900.49
29988,4257.33
30844,4273.73
31700,4283.4
32556,4802.3
33412,0
34268,5772.62
35124,6250.1
35980,5847.92
36836,6600.21
37692,6888.77
38548,10099.12
39404,0
40260,5740.3
29,6259.44
885,6146.83
1741,6018.79
2597,7549.58
3453,0
4309,2325.07
5165,3783.3
6021,3740.23
6877,3826.89
7733,3746.87
8589,4185.35
9445,0
10301,2337.42
11157,5963.5
12013,6300.68
12869,6420.67
13725,6630.6
14581,7785.55
15437,0
16293,2494.1
17149,4098.11
18005,3876.71
18861,3843.39
19717,3721.21
20573,4046.62
21429,0
22285,2436.06
23141,5857.82
23997,6324.48
24853,6428.08
25709,6450.04
26565,7776.57
27421,0
28277,2421.28
29133,3972.5
29989,3834.19
30845,3836.53
31701,3795.49
32557,4385.64
33413,0
34269,2403.18
35125,5458.88
35981,6041.27
36837,6239.22
37693,6456.53
38549,7726.47
39405,0
40261,2441.05
30,4854.15
886,4830.11
1742,5156.64
2598,4835.69
3454,0
4310,4213.46
5166,3554.06
6022,3712.71
6878,3683.03
7734,3872.78
8590,3539.41
9446,0
10302,4196.93
11158,4770.62
12014,4858.35
12870,4847.34
13726,5154.36
14582,4827.54
15438,0
16294,4174.85
17150,3586.62
18006,3713.89
18862,3703.22
19718,3859.85
20574,3518.71
21430,0
22286,4113.47
23142,4774.18
23998,4899.18
24854,4867.03
25710,5146.42
26566,4815.84
27422,0
28278,4044.6
29134,3585.72
29990,3721.13
30846,3715.66
31702,4412.94
32558,4255.09
33414,0
34270,4069.72
35126,4703.08
35982,4882.99
36838,4913.01
37694,5189.43
38550,4780.29
39406,0
40262,4051.81
31,6055.77
887,5819.33
1743,6218.48
2599,7550.49
3455,0
4311,5884.69
5167,6035.88
6023,5076.34
6879,5106.71
7735,5421.9
8591,5676.44
9447,0
10303,5888.46
11159,6878.1
12015,6489.05
12871,6127.28
13727,6289.31
14583,7518.3
15439,0
16295,5895.11
17151,6051.66
18007,5117.32
18863,5119.64
19719,5437.98
20575,5683.15
21431,0
22287,5895.11
23143,6888.07
23999,6509.83
24855,6149.09
25711,6299.47
26567,7523.85
27423,0
28279,0
29135,6067.44
29991,5138.15
30847,5137.28
31703,5453.34
32559,5717.72
33415,0
34271,5916.29
35127,6921.46
35983,6524.35
36839,6141.19
37695,6233.79
38551,7528.19
39407,0
40263,5909.73
32,10991.43
888,11735.33
1744,11809.44
2600,14644.12
3456,0
4312,7305.9
5168,8387.5
6024,8041.23
6880,8897.11
7736,8531.31
8592,9007.87
9448,0
10304,7332.27
11160,10794.64
12016,10975.85
12872,11846.33
13728,12344.51
14584,14634.05
15440,0
16296,7738.37
17152,9246.43
18008,8267.03
18864,9052.88
19720,8822.09
20576,9164.04
21432,0
22288,7516.66
23144,10790.97
24000,11019.49
24856,12042.25
25712,12426.86
26568,14584.57
27424,0
28280,7417.33
29136,8877.8
29992,8246.66
30848,8993.15
31704,8729.56
32560,9304.55
33416,0
34272,7343.95
35128,10607.8
35984,10690.55
36840,11231.26
37696,12199.65
38552,14445.14
39408,0
40264,7247.1
33,7275.69
889,6978.83
1745,8193.84
2601,9646.57
3457,0
4313,4312.02
5169,5716.95
6025,5366.79
6881,5139.71
7737,5280.71
8593,5621.06
9449,0
10305,4237.37
11161,7616.68
12017,7469.32
12873,7633.16
13729,8423.2
14585,9844.28
15441,0
16297,4222.42
17153,5533.56
18009,4854.9
18865,4724.39
19721,4475.85
20577,5381.83
21433,0
22289,4131.73
23145,7495.17
24001,7297.13
24857,7552.33
25713,8192.06
26569,9866.28
27425,0
28281,4281.84
29137,5600.45
29993,4996.41
30849,4788.01
31705,5171.91
32561,6207.37
33417,0
34273,4174.71
35129,7182.29
35985,7171.82
36841,6924.83
37697,7572.61
38553,10048.4
39409,0
40265,4282.08
34,5086.3
890,5047.27
1746,5256.65
2602,7572.76
3458,0
4314,6070.38
5170,4278.64
6026,4227.17
6882,3882.06
7738,3732.59
8594,4612.19
9450,0
10306,6089.37
11162,5567.23
12018,5823.41
12874,5330.39
13730,5603.18
14586,7345.04
15442,0
16298,6123.31
17154,4479.13
18010,4258.15
18866,3937.41
19722,3880.99
20578,4706.17
21434,0
22290,6087.94
23146,5531.08
24002,5724.38
24858,5165.79
25714,5478.48
26570,7329.17
27426,0
28282,6092.93
29138,4501.72
29994,4346.74
30850,3930.23
31706,3870.16
32562,4700.69
33418,0
34274,6094.04
35130,5958.73
35986,5983.98
36842,5298.71
37698,5706.05
38554,7453.08
39410,0
40266,6114.88
35,6271.37
891,6293.2
1747,6288.33
2603,8607.18
3459,0
4315,4846.8
5171,4350.12
6027,4204.8
6883,3892.27
7739,4053
8595,4310.27
9451,0
10307,4851.15
11163,6189.47
12019,6114.32
12875,6085.11
13731,6362.06
14587,8597.03
15443,0
16299,4897.55
17155,4429.71
18011,4219.07
18867,3898.92
19723,4047.46
20579,4331.47
21435,0
22291,4760.06
23147,6453.97
24003,6439.12
24859,6458.05
25715,6563.27
26571,8575.65
27427,0
28283,0
29139,4482.81
29995,4238.63
30851,3925.07
31707,4046.3
32563,4337.2
33419,0
34275,4925.26
35131,6456.16
35987,6440.8
36843,6430.02
37699,6540.94
38555,8610.17
39411,0
40267,4932.28
36,8321.86
892,8399.32
1748,8652.22
2604,8831.21
3460,0
4316,5413.77
5172,6563.63
6028,6548.29
6884,6373.28
7740,6559.81
8596,6982.31
9452,0
10308,5479.62
11164,7930.37
12020,8266.11
12876,8684.32
13732,9031.9
14588,9624.92
15444,0
16300,5613.91
17156,6812.93
18012,6436.37
18868,6167.47
19724,6453.19
20580,6981.78
21436,0
22292,5330.03
23148,7830.67
24004,7876.26
24860,8097.26
25716,8918.32
26572,9317.69
27428,0
28284,5377.98
29140,6321.21
29996,6207.09
30852,6091.11
31708,6338.54
32564,6881.77
33420,0
34276,5318.15
35132,7695.09
35988,7593.35
36844,7941.92
37700,8469.37
38556,9326.31
39412,0
40268,5304.52
37,3837.41
893,3929.34
1749,4097.09
2605,5000.64
3461,0
4317,2256.66
5173,3297.06
6029,3136.1
6885,3034.3
7741,3213.93
8597,3584.77
9453,0
10309,2398.68
11165,4394.05
12021,3904.1
12877,4028.54
13733,4122.91
14589,5031.99
15445,0
16301,2766.57
17157,3336.09
18013,3148.43
18869,2911.72
19725,3171.78
20581,3410.84
21437,0
22293,2849.26
23149,3779.14
24005,3406.72
24861,3652.16
25717,3612.62
26573,4473.77
27429,0
28285,2264.95
29141,3206.77
29997,2966.04
30853,2999.8
31709,3306.39
32565,3380.95
33421,0
34277,2147
35133,3748.98
35989,3352.32
36845,3615.52
37701,3548.11
38557,4454.76
39413,0
40269,2305.96
38,8293.89
894,8784.58
1750,8962.65
2606,10483.67
3462,0
4318,7172.32
5174,6929.67
6030,6178.14
6886,6196.82
7742,6013.14
8598,6316.73
9454,0
10310,7111.13
11166,9286.17
12022,8668.86
12878,9138.98
13734,8555.97
14590,10721.46
15446,0
16302,7119.94
17158,6937.99
18014,6196.06
18870,6192.91
19726,6002.23
20582,6373.93
21438,0
22294,7006.86
23150,9188.8
24006,8609.52
24862,8896.95
25718,8691.51
26574,10728.68
27430,0
28286,7246.04
29142,6999.37
29998,6277.22
30854,6284.9
31710,6080.73
32566,6479.04
33422,0
34278,7292.39
35134,9291.66
35990,8823.74
36846,8962.95
37702,8958.18
38558,10742.58
39414,0
40270,7318.67
39,4559.7
895,4698.22
1751,5004.52
2607,7288.64
3463,0
4319,4166.75
5175,3282.84
6031,3260.46
6887,3210.25
7743,3265.67
8599,3575.24
9455,0
10311,4174.23
11167,4679.81
12023,4792.69
12879,4806.58
13735,4824.44
14591,7407.96
15447,0
16303,4303.85
17159,3667.12
18015,3300.69
18871,3195.46
19727,3255.42
20583,3468.86
21439,0
22295,4188.24
23151,4594.01
24007,4664.88
24863,4756.06
25719,4816.4
26575,7416.8
27431,0
28287,4190.44
29143,3626.61
29999,3418.47
30855,3224.9
31711,3319.38
32567,3516.85
33423,0
34279,4267
